Date,Open,High,Low,Close,Adj Close,Volume
2002-01-02,115.110001,115.750000,113.809998,115.529999,76.633728,18651900
2002-01-03,115.650002,116.949997,115.540001,116.839996,77.502701,15743000
2002-01-04,117.169998,117.980003,116.550003,117.620003,78.020126,20140700
2002-01-07,117.699997,117.989998,116.559998,116.790001,77.469528,13106500
2002-01-08,116.790001,117.059998,115.970001,116.519997,77.290428,12683700
2002-01-09,116.680000,117.779999,115.339996,115.570000,76.660301,16610300
2002-01-10,115.690002,116.349998,115.300003,116.080002,76.998581,12823400
2002-01-11,116.209999,116.279999,114.699997,114.940002,76.242393,13708400
2002-01-14,114.650002,114.839996,113.959999,114.220001,75.764832,12301100
2002-01-15,114.550003,115.389999,113.900002,115.150002,76.381676,20219900
2002-01-16,114.300003,114.400002,112.690002,112.820000,74.836159,17067000
2002-01-17,113.760002,114.239998,113.400002,113.669998,75.399979,17283400
2002-01-18,113.000000,113.849998,112.669998,113.150002,75.055046,17028000
2002-01-22,113.750000,113.930000,112.019997,112.370003,74.537651,11689300
2002-01-23,112.629997,113.550003,112.019997,113.230003,75.108124,12438900
2002-01-24,113.639999,114.250000,113.320000,113.580002,75.340256,12142800
2002-01-25,113.120003,114.180000,113.040001,113.550003,75.320374,12810700
2002-01-28,113.900002,114.190002,112.919998,113.860001,75.526031,10589200
2002-01-29,113.849998,114.129997,110.050003,110.279999,73.151306,27720800
2002-01-30,110.389999,113.389999,108.400002,111.870003,74.205986,34711800
2002-01-31,112.150002,113.300003,111.620003,113.180000,75.074928,19909200
2002-02-01,113.089996,113.300003,112.169998,112.650002,74.723358,15838500
2002-02-04,112.230003,112.230003,109.440002,109.849998,72.866051,24243400
2002-02-05,109.400002,110.489998,108.529999,109.169998,72.415024,33614000
2002-02-06,109.650002,109.739998,108.059998,108.699997,72.103264,29486000
2002-02-07,108.720001,109.860001,108.000000,108.019997,71.652222,23445400
2002-02-08,108.629997,110.750000,108.300003,110.089996,73.025230,19277800
2002-02-11,110.050003,111.639999,109.820000,111.440002,73.920731,18792400
2002-02-12,110.959999,111.709999,110.029999,111.089996,73.688576,13942500
2002-02-13,111.480003,112.540001,111.349998,112.269997,74.471291,16781100
2002-02-14,112.510002,112.970001,111.589996,112.059998,74.331985,20453800
2002-02-15,112.150002,112.239998,110.709999,110.889999,73.555946,18366800
2002-02-19,110.150002,110.290001,108.610001,108.760002,72.143013,15988100
2002-02-20,109.050003,110.589996,107.820000,110.589996,73.356911,29242800
2002-02-21,109.930000,110.629997,108.260002,108.300003,71.837914,26288600
2002-02-22,108.349998,109.940002,107.870003,109.639999,72.726768,26572900
2002-02-25,109.739998,111.809998,109.699997,111.449997,73.927368,17458700
2002-02-26,111.599998,112.040001,110.570000,111.220001,73.774811,22346500
2002-02-27,111.959999,112.860001,110.650002,111.650002,74.060089,28597900
2002-02-28,111.830002,112.750000,111.029999,111.150002,73.728401,23755400
2002-03-01,111.720001,113.849998,111.510002,113.739998,75.446373,26273600
2002-03-04,113.900002,115.989998,113.650002,115.750000,76.779701,27184600
2002-03-05,115.330002,116.400002,114.970001,115.379997,76.534256,22718900
2002-03-06,115.099998,117.150002,115.070000,116.750000,77.443016,20143200
2002-03-07,117.360001,117.500000,115.570000,116.500000,77.277176,19330800
2002-03-08,117.379997,117.900002,116.480003,116.989998,77.602196,19930100
2002-03-11,116.889999,117.900002,116.430000,117.239998,77.768059,15621800
2002-03-12,116.099998,117.250000,115.940002,117.169998,77.721565,17153600
2002-03-13,116.629997,116.750000,115.639999,116.040001,76.972061,17175300
2002-03-14,116.040001,116.430000,115.629997,115.879997,76.865906,11168100
2002-03-15,115.970001,116.949997,115.900002,116.650002,77.598305,21220100
2002-03-18,117.099998,117.559998,116.099998,116.669998,77.611610,17548900
2002-03-19,117.300003,117.739998,116.820000,117.449997,78.130486,17912000
2002-03-20,116.500000,116.580002,115.190002,115.239998,76.660385,17114500
2002-03-21,115.300003,115.900002,114.120003,115.290001,76.693596,25846800
2002-03-22,115.500000,115.940002,114.699997,115.040001,76.527283,15235400
2002-03-25,115.089996,115.360001,113.300003,113.610001,75.576035,17499600
2002-03-26,113.519997,115.019997,113.470001,114.269997,76.015076,19947600
2002-03-27,114.029999,115.010002,113.760002,114.570000,76.214638,19020300
2002-03-28,114.970001,115.769997,114.500000,114.519997,76.181381,17532900
2002-04-01,114.230003,115.099998,113.500000,114.570000,76.214638,17711000
2002-04-02,113.980003,114.949997,113.769997,113.940002,75.795570,15669500
2002-04-03,114.010002,114.209999,112.160004,113.139999,75.263390,25658500
2002-04-04,112.599998,113.400002,112.230003,112.669998,74.950722,23549000
2002-04-05,113.190002,113.629997,112.180000,112.690002,74.964012,19404900
2002-04-08,111.320000,113.029999,111.230003,112.930000,75.123703,16470100
2002-04-09,113.180000,113.180000,111.930000,112.139999,74.598183,15122700
2002-04-10,112.099998,113.540001,112.089996,113.410004,75.443024,17199300
2002-04-11,112.889999,113.050003,110.500000,110.589996,73.567070,25453700
2002-04-12,111.019997,111.650002,110.040001,111.419998,74.119202,14950600
2002-04-15,111.620003,111.860001,110.199997,110.570000,73.553764,17394900
2002-04-16,111.699997,113.320000,111.669998,113.199997,75.303276,15040900
2002-04-17,113.389999,113.669998,112.599998,112.959999,75.143654,12920100
2002-04-18,112.900002,113.459999,111.150002,112.470001,74.817680,25204800
2002-04-19,113.199997,113.239998,112.559998,112.879997,75.090431,10499200
2002-04-22,112.379997,112.430000,110.839996,111.000000,73.839798,13922900
2002-04-23,111.089996,111.480003,110.169998,110.519997,73.520500,16967000
2002-04-24,110.559998,111.809998,109.400002,109.410004,72.782127,18902700
2002-04-25,109.209999,109.739998,108.720001,109.470001,72.822014,25451500
2002-04-26,109.790001,110.010002,107.290001,107.389999,71.438362,19769800
